ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-53GW/M,,,BLUE SEAL,0.5,Non Ducted,Window Wall,,Air,Air,China,2,4,5.3,,,,,,2,5.8,,2.765,2.803,FALSE,,,,,,,2.765,,,,,,,,,,,,Single,R22,New Zealand,19628,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.765,Available,3.5,2.5,,,FALSE,,,ZAC0101,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,ASW-H12B4/HB,,,BLUE SEAL,0,Non Ducted,Window Wall,,Air,Air,China,1.3,3.5,3.5,,,,,,1.32,4,,2.667,2.994,FALSE,,,,,,,2.667,,,,,,,,,,,,Single,R22,New Zealand,19673,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.667,Available,3,3,,,FALSE,,,ZAC0100,,,,,,,1.3,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/HS,,,BLUE SEAL,0,Non Ducted,Window Wall,,Air,Air,China,1.3,3.5,3.5,,,,,,1.32,4,,2.667,2.994,FALSE,,,,,,,2.667,,,,,,,,,,,,Single,R22,New Zealand,19673,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.667,Available,3,3,,,FALSE,,,ZAC0100,,,,,,,1.3,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,ASW-H24B4,,,BLUE SEAL,1.8,Non Ducted,Window Wall,,Air,Air,China,2.7,5.2,7,,,,,,2.7,7.7,,2.577,2.759,FALSE,,,,,,,2.577,,,,,,,,,,,,Single,R22,New Zealand,19676,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.577,Available,2.5,2.5,,,FALSE,,,ZAC0099,,,,,,,2.7,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-70GW,,,BLUE SEAL,1.8,Non Ducted,Window Wall,,Air,Air,China,2.7,5.2,7,,,,,,2.7,7.7,,2.577,2.759,FALSE,,,,,,,2.577,,,,,,,,,,,,Single,R22,New Zealand,19676,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.577,Available,2.5,2.5,,,FALSE,,,ZAC0099,,,,,,,2.7,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,ASW-H24A4,,,BLUE SEAL,1.4,Non Ducted,Window Wall,,Air,Air,China,2.4,4.6,6,,,,,,2.3,2.3,,2.603,2.745,FALSE,,,,,,,2.603,,,,,,,,,,,,Single,R22,New Zealand,19678,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.603,Available,3,2,,,FALSE,,,ZAC0098,,,,,,,2.4,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-60GW,,,BLUE SEAL,1.4,Non Ducted,Window Wall,,Air,Air,China,2.4,4.6,6,,,,,,2.3,2.3,,2.603,2.745,FALSE,,,,,,,2.603,,,,,,,,,,,,Single,R22,New Zealand,19678,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.603,Available,3,2,,,FALSE,,,ZAC0098,,,,,,,2.4,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-4010GW/FZBPE,,,HISENSE,1.2,Non Ducted,Single Split System,,Air,Air,China,1.32,2.8,4,,,,,,1.4,4.5,,2.908,3.076,TRUE,50,,,,,,2.948,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",19700,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.908,Available,4,3.5,,,FALSE,,,ZAC0137,,,,,,,1.32,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-3510GW/FZBPE,,,HISENSE,1.1,Non Ducted,Single Split System,,Air,Air,China,1.09,2.5,3.5,,,,,,1.31,4.2,,3.08,3.069,TRUE,50,,,,,,3.573,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",19701,,31/03/2010,Superseded,Reverse Cycle,,Class 3,,,,,,,,3.08,Unavailable,4.5,3.5,,,FALSE,,,ZAC0136,,,,,,,1.09,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,KFR51,,,AURA,1.489,Non Ducted,Single Split System,,Air,Air,China,2.039,3.611,5.1,270,,,,240,2.11,5.6,,2.475,2.543,TRUE,100,,,,,,2.475,,,,,,,,,,,,Single,R22,New Zealand,19702,,16/06/2006,Superseded,Reverse Cycle,300,Class 4,,,,,,,,2.475,Available,2.5,1.5,,,FALSE,,,ZAC0119,,,,,,,2.039,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-50GW/A,,,YAIR,2.1,Non Ducted,Single Split System,,Air,Air,China,1.85,5,5,,,,,,1.78,5.6,,2.64,3.06,FALSE,,,,,,,2.64,,,,,,,,,,,,Single,R407C,"Australia,New Zealand",19972,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.64,Available,3,3.5,http://www.midea.net.nz/,,FALSE,,,ZAC0082,,,,,,,1.85,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-70GW,,,YAIR,3.7,Non Ducted,Single Split System,,Air,Air,China,2.55,7,7,,,,,,2.75,7.6,,2.74,2.84,FALSE,,,,,,,2.74,,,,,,,,,,,,Single,R407C,"Australia,New Zealand",19983,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.74,Available,3,2.5,http://www.midea.net.nz/,,FALSE,,,ZAC0084,,,,,,,2.55,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/AD,,,YAIR,1.2,Non Ducted,Single Split System,,Air,Air,China,1.27,3.5,3.5,,,,,,1.27,4,,2.87,3.17,FALSE,,,,,,,2.87,,,,,,,,,,,,Single,R407C,"Australia,New Zealand",19984,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.87,Available,3.5,3.5,http://www.midea.net.nz/,,FALSE,,,ZAC0083,,,,,,,1.27,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/Xc,,,HYUNDAI,0.525,Non Ducted,Single Split System,,Air,Air,New Zealand,1.44,3.12,3.5,,,,,,1.45,3.6,,2.533,2.846,FALSE,,,,,,,2.533,,,,,,,,,,,,Single,R407,New Zealand,20013,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.533,Available,2.5,2.5,,,FALSE,,,ZAC0090,,,,,,,1.44,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/XDc,,,HYUNDAI,0.525,Non Ducted,Single Split System,,Air,Air,New Zealand,1.44,3.12,3.5,,,,,,1.45,3.6,,2.533,2.846,FALSE,,,,,,,2.533,,,,,,,,,,,,Single,R407,New Zealand,20013,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.533,Available,2.5,2.5,,,FALSE,,,ZAC0090,,,,,,,1.44,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/Xc,,,CHIGO,0.525,Non Ducted,Single Split System,,Air,Air,New Zealand,1.44,3.12,3.5,,,,,,1.45,3.6,,2.533,2.846,FALSE,,,,,,,2.533,,,,,,,,,,,,Single,R407,New Zealand,20014,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.533,Available,2.5,2.5,,,FALSE,,,ZAC0089,,,,,,,1.44,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/XDc,,,CHIGO,0.525,Non Ducted,Single Split System,,Air,Air,New Zealand,1.44,3.12,3.5,,,,,,1.45,3.6,,2.533,2.846,FALSE,,,,,,,2.533,,,,,,,,,,,,Single,R407,New Zealand,20014,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.533,Available,2.5,2.5,,,FALSE,,,ZAC0089,,,,,,,1.44,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/Xc,,,CHIGO,1.263,Non Ducted,Single Split System,,Air,Air,China,2.02,3.81,5.1,,,,,,1.98,5.4,,2.465,2.711,FALSE,,,,,,,2.465,,,,,,,,,,,,Single,R407,New Zealand,20015,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.465,Available,2.5,2,,,FALSE,,,ZAC0088,,,,,,,2.02,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/Xc,,,HYUNDAI,1.263,Non Ducted,Single Split System,,Air,Air,China,2.02,3.81,5.1,,,,,,1.98,5.4,,2.465,2.711,FALSE,,,,,,,2.465,,,,,,,,,,,,Single,R407,New Zealand,20016,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.465,Available,2.5,2,,,FALSE,,,ZAC0087,,,,,,,2.02,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-70GW/Xc,,,CHIGO,1.58,Non Ducted,Single Split System,,Air,Air,China,2.74,5.16,7,,,,,,2.95,7.4,,2.372,2.357,FALSE,,,,,,,2.372,,,,,,,,,,,,Single,R407,New Zealand,20017,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.372,Available,2,1,,,FALSE,,,ZAC0086,,,,,,,2.74,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-70GW/Xc,,,HYUNDAI,1.58,Non Ducted,Single Split System,,Air,Air,China,2.74,5.16,7,,,,,,2.95,7.4,,2.372,2.357,FALSE,,,,,,,2.372,,,,,,,,,,,,Single,R407,New Zealand,20018,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.372,Available,2,1,,,FALSE,,,ZAC0085,,,,,,,2.74,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-25GW/XBPc,,,CHIGO,0.61,Non Ducted,Single Split System,,Air,Air,China,1,1.822,2.5,,,,,,1.03,2.7,,2.354,2.499,TRUE,100,,,,2.354,2.499,2.354,,,,,,,,,,,,Single,R407,New Zealand,20019,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.354,Available,2,1.5,,,FALSE,,,ZAC0096,,,,,,,1,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-25GW/XBPc,,,HYUNDAI,0.61,Non Ducted,Single Split System,,Air,Air,China,1,1.822,2.5,,,,,,1.03,2.7,,2.354,2.499,TRUE,100,,,,2.354,2.499,2.354,,,,,,,,,,,,Single,R407,New Zealand,20020,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.354,Available,2,1.5,,,FALSE,,,ZAC0095,,,,,,,1,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-30GW/XBPc,,,CHIGO,0.75,Non Ducted,Single Split System,,Air,Air,China,1.18,2.25,3,,,,,,1.38,3.6,,2.409,2.57,TRUE,100,,,,2.409,2.57,2.409,,,,,,,,,,,,Single,R407,New Zealand,20035,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.409,Available,2,1.5,,,FALSE,,,ZAC0094,,,,,,,1.18,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/XBPc,,,CHIGO,1.275,Non Ducted,Single Split System,,Air,Air,China,2.2,3.825,5.1,,,,,,2.24,5.6,,2.31,2.571,TRUE,100,,,,2.31,2.571,2.31,,,,,,,,,,,,Single,R407,New Zealand,20036,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.31,Available,2,1.5,,,FALSE,,,ZAC0093,,,,,,,2.2,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-30GW/XBPc,,,HYUNDAI,0.75,Non Ducted,Single Split System,,Air,Air,China,1.18,2.25,3,,,,,,1.38,3.6,,2.409,2.57,TRUE,100,,,,2.409,2.57,2.409,,,,,,,,,,,,Single,R407,New Zealand,20043,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.409,Available,2,1.5,,,FALSE,,,ZAC0092,,,,,,,1.18,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/XBPc,,,HYUNDAI,1.275,Non Ducted,Single Split System,,Air,Air,China,2.2,3.825,5.1,,,,,,2.24,5.6,,2.31,2.571,TRUE,100,,,,2.31,2.571,2.31,,,,,,,,,,,,Single,R407,New Zealand,20044,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.31,Available,2,1.5,,,FALSE,,,ZAC0091,,,,,,,2.2,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-2510GW/FZBPE,,,HISENSE,0.75,Non Ducted,Single Split System,,Air,Air,China,0.82,1.75,2.5,,,,,,1,3.2,,2.908,3.093,TRUE,50,,,,,,3.062,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",20045,,31/03/2009,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.908,Available,4,3.5,,,FALSE,,,ZAC0135,,,,,,,0.82,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-70GW/c,,,JUSTLOGIC,0,Non Ducted,Single Split System,,Air,Air,China,2.9,7,7,,,,,,2.75,7.7,,2.38,2.93,FALSE,,,,,,,2.38,,,,,,,,,,,,Single,R22,New Zealand,20071,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.38,Available,2,3,,,FALSE,,,ZAC0102,,,,,,,2.9,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-35GW/c,,,JUSTLOGIC,0,Non Ducted,Single Split System,,Air,Air,China,1.32,3.5,3.5,,,,,,1.34,3.8,,2.583,2.817,FALSE,,,,,,,2.583,,,,,,,,,,,,Single,R22,New Zealand,20081,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.583,Available,2.5,2.5,,,FALSE,,,ZAC0107,,,,,,,1.32,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR30GW/XBPC,,,JUSTLOGIC,0,Non Ducted,Single Split System,,Air,Air,China,1.18,3,3,,,,,,1.38,3.6,,2.409,2.57,TRUE,100,,,,,,2.409,,,,,,,,,,,,Single,R407,New Zealand,20129,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.409,Available,2,1.5,,,FALSE,,,ZAC0109,,,,,,,1.18,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,ASW-H24B4/EUR,,,GENAIR,1.1932,Non Ducted,Single Split System,,Air,Air,China,2.09,4.0738,5.2,,,,,,2.2,5.7,,2.648,2.806,FALSE,,,,,,,2.648,,,,,,,,,,,,Single,R407,New Zealand,20137,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.648,Available,2.5,2.5,,,FALSE,,,ZAC0108,,,,,,,2.09,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,AUX ASW-H18B4/EUR,,,GENAIR,1.1932,Non Ducted,Single Split System,,Air,Air,China,2.09,4.0738,5.2,,,,,,2.2,5.7,,2.648,2.806,FALSE,,,,,,,2.648,,,,,,,,,,,,Single,R407,New Zealand,20137,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.648,Available,2.5,2.5,,,FALSE,,,ZAC0108,,,,,,,2.09,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,ASW-H18B/EUR,,,GENAIR,1.46,Non Ducted,Single Split System,,Air,Air,China,2.7,5.27,7,,,,,,2.8,7.7,,2.399,2.662,FALSE,,,,,,,2.399,,,,,,,,,,,,Single,R407,New Zealand,20141,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.399,Available,2,2,,,FALSE,,,ZAC0110,,,,,,,2.7,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,GENAIR ASW-H24B/***,,,GENAIR,1.46,Non Ducted,Single Split System,,Air,Air,China,2.7,5.27,7,,,,,,2.8,7.7,,2.399,2.662,FALSE,,,,,,,2.399,,,,,,,,,,,,Single,R407,New Zealand,20141,,16/06/2006,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.399,Available,2,2,,,FALSE,,,ZAC0110,,,,,,,2.7,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,LHHA09FSAAA,,,LUX AIRE,0.506,Non Ducted,Single Split System,,Air,Air,China,0.98,1.994,2.5,,,,,,0.98,2.75,,2.439,2.875,FALSE,,,,,,,2.439,,,,,,,,,,,,Single,R22,New Zealand,20389,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.439,Available,2,2.5,,,FALSE,,,ZAC0111,,,,,,,0.98,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,LHHA12FSAAA,,,LUX AIRE,0.826,Non Ducted,Single Split System,,Air,Air,China,1.3,2.587,3.5,,,,,,1.35,3.85,,2.702,2.932,FALSE,,,,,,,2.702,,,,,,,,,,,,Single,R22,New Zealand,20402,,16/06/2006,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.702,Available,3,3,,,FALSE,,,ZAC0112,,,,,,,1.3,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
